measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Visceral leishmaniasis,Number,2001,898732.115252,1428915.75845,531371.76835
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2001,182578.756438,283490.408327,110373.507604
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2001,1176632.43405,1816591.1845,657452.216976
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2001,2386720.83236,3964432.65425,1430493.08561
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2001,544873.660747,680551.267318,408888.578743
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2001,256879.241684,323000.42563,198052.452593
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2001,1931857.21102,3567530.90746,856510.176653
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Number,2001,1289317.65208,1942193.06362,708885.768332
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,2001,258311.997231,336334.233301,174297.717172
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,2001,1266031.2398,1734850.43488,477814.044756
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,2001,487969.395323,1323321.17039,109322.664266
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,2001,2117198.93386,2818734.74704,1433362.6395
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,2001,4491440.45691,6557022.46589,3061986.66748
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ascariasis,Number,2001,2264547.20287,3079661.52699,1683653.82581
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichuriasis,Number,2001,461976.505497,754427.914263,251896.038603
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hookworm disease,Number,2001,1764916.74855,2699595.64535,1084138.81149
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,2001,1547910.29381,2793126.19926,818223.782736
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,2001,3285995.93656,4287940.68764,2639421.81802
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2002,155412126.723,162172391.075,149041827.561
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,2002,62772947.5589,65910936.575,60070838.8325
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,2002,92640471.3158,98449930.8011,87806282.663
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2002,67050529.2148,77446812.6382,58716032.3441
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2002,391059047.21,419387427.786,367323784.842
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,2002,125199665.262,149000672.703,107260135.502
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,2002,13780945.9724,22246651.7638,7753900.44402
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Typhoid fever,Number,2002,11633553.2364,19201678.2237,6394987.05323
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Paratyphoid fever,Number,2002,1853701.90071,3653305.21798,881129.841223
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other intestinal infectious diseases,Number,2002,289528.109238,878269.873012,83976.4320864
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Number,2002,145121266.064,155645366.105,134230240.461
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Number,2002,5380833.93294,8031857.05391,3408935.49066
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Number,2002,3180136.82901,4748451.06057,2041244.75363
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Number,2002,26091360.4423,28891608.0031,22792280.2943
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Pneumococcal meningitis,Number,2002,1973531.88628,2364721.27343,1716667.5174
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,H influenzae type B meningitis,Number,2002,2833025.82644,3276379.99171,2354510.99269
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningococcal meningitis,Number,2002,12343506.8533,14021356.4466,10814661.9998
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other meningitis,Number,2002,8940927.24782,10218008.1058,7448118.9446
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Number,2002,7703536.69231,9360789.1464,6633962.30936
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Number,2002,453428.678561,656107.968874,318356.538716
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Number,2002,11567331.4798,20458884.0351,5465592.82954
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Number,2002,10149530.8754,13395146.9397,5767786.10324
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Number,2002,41210490.2167,82392759.8995,16620710.9345
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,2002,1115190.25236,1273896.70188,970778.903989
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2002,99480989.0217,114157170.92,87337619.9325
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,2002,77255998.4318,90787623.0991,64192270.8282
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,2002,237945.633895,260215.027003,219272.984278
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,2002,1165448.51936,1739167.30987,744423.574661
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2003,158807125.798,165477733.173,152824745.466
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tuberculosis,Number,2003,61468143.5617,64265996.802,58880204.6381
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS,Number,2003,97341448.1016,102946762.455,92480517.7754
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2003,70903028.1497,81760958.3918,62365827.7165
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2003,376591114.822,400437656.943,355581275.356
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diarrheal diseases,Number,2003,122279083.928,143603553.029,104735895.249
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal infectious diseases,Number,2003,13531711.0168,21841320.8392,7675581.26799
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Typhoid fever,Number,2003,11410566.603,18772529.5503,6260648.54439
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Paratyphoid fever,Number,2003,1832703.9252,3618233.73051,858636.168157
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other intestinal infectious diseases,Number,2003,283500.051761,846834.731601,84619.7877799
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Visceral leishmaniasis,Number,2003,1136566.08835,1828348.55303,683470.937302
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2003,194015.532024,297553.545514,119070.209047
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2003,889446.34259,1366850.03784,495528.72702
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2003,2450081.4692,4104445.21628,1449884.87707
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2003,541826.645249,681231.622611,405960.607087
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2003,240703.807106,304258.646339,184403.649381
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2003,1933688.23693,3560397.53129,850332.285826
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Onchocerciasis,Number,2003,1295559.49263,1957651.57808,704156.05244
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trachoma,Number,2003,253388.324623,329747.776659,170838.726383
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Dengue,Number,2003,1580495.25228,2140844.08305,613522.40318
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Yellow fever,Number,2003,471123.778867,1329353.0962,113942.270884
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Rabies,Number,2003,1846268.14064,2453840.77629,1207062.36602
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Intestinal nematode infections,Number,2003,4354643.48809,6417128.75669,2859874.71021
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lower respiratory infections,Number,2003,141502321.278,150587997.58,132094853.07
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Upper respiratory infections,Number,2003,5418910.76971,8068881.33839,3442417.22996
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Otitis media,Number,2003,3171231.58062,4755544.27904,2038743.68715
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningitis,Number,2003,25832397.9759,28686342.072,22821417.5921
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Pneumococcal meningitis,Number,2003,1956961.4217,2343358.35931,1681856.32176
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,H influenzae type B meningitis,Number,2003,2798618.01227,3276349.94692,2315422.45566
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Meningococcal meningitis,Number,2003,12179738.9692,13632426.1714,10747233.279
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other meningitis,Number,2003,8894866.56476,10184837.8922,7440795.21594
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Encephalitis,Number,2003,7615869.84849,9210513.58472,6627727.46015
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Diphtheria,Number,2003,391543.315365,600155.073751,282267.222198
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Whooping cough,Number,2003,11045694.4737,20686652.01,5227765.6527
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Tetanus,Number,2003,9094824.36504,11914453.1689,5252737.33416
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Measles,Number,2003,35489202.2121,71247070.4615,13953513.4926
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Varicella and herpes zoster,Number,2003,1097277.83133,1266334.55616,949778.027466
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2003,101218032.702,117840269.089,89613373.8949
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Malaria,Number,2003,78879195.7391,95686771.9739,67018554.5206
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chagas disease,Number,2003,235535.799333,256738.329782,216899.232423
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leishmaniasis,Number,2003,1330581.62038,1998042.82926,842528.34967
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ascariasis,Number,2003,2135121.42494,2950935.058,1496844.73992
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichuriasis,Number,2003,457240.659105,747262.525907,247962.99915
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hookworm disease,Number,2003,1762281.40404,2695290.99884,1079258.06442
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Food-borne trematodiases,Number,2003,1598398.97084,2840087.87113,845615.693928
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other neglected tropical diseases,Number,2003,3243800.53642,4203847.01475,2612649.04247
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2003,15426733.856,22254893.9378,9521198.08801
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Syphilis,Number,2003,13192625.2341,20318836.5778,7677082.15339
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Chlamydial infection,Number,2003,504477.237352,772364.650216,317802.628651
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Gonococcal infection,Number,2003,558000.889918,751298.431382,399341.295246
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Trichomoniasis,Number,2003,161786.030065,345631.518204,62011.152428
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Genital herpes,Number,2003,177012.338046,377053.250098,62449.8946221
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other sexually transmitted diseases,Number,2003,832832.126573,1193297.76673,563298.383394
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis,Number,2003,8084898.03098,8600665.98308,7601673.11515
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis A,Number,2003,919815.447752,1081927.81876,733600.107744
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis B,Number,2003,4552974.96297,4834497.93505,4228077.33042
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Hepatitis C,Number,2003,97121.3672408,120831.990451,78228.2559852
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Acute hepatitis E,Number,2003,2514116.81438,2819921.34256,2201741.71139
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Leprosy,Number,2003,30577.7678329,43207.9936825,20927.2374021
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Other infectious diseases,Number,2003,6025786.62807,7399405.78047,4082707.82124
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Ebola,Number,2003,14299.9255225,18035.4021865,10634.2229092
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2003,55989303.4775,58527773.8289,53183949.2731
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Zika virus,Number,2003,0.0,0.0,0.0
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Guinea worm disease,Number,2003,653.036334846,891.773130574,454.377667491
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2003,5289227.07667,6188159.79413,4432590.96121
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2003,189357.37938,222388.978075,159074.13243
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Visceral leishmaniasis,Number,2004,1337749.69914,2159450.34216,790500.748129
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2004,200872.991826,305828.48149,125347.811905
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,African trypanosomiasis,Number,2004,760450.167691,1227832.88597,408412.439457
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Schistosomiasis,Number,2004,2485559.96458,4175054.47914,1469458.11918
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cysticercosis,Number,2004,541005.895398,681538.06754,403476.178524
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Cystic echinococcosis,Number,2004,232371.617201,292839.832014,178172.908317
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Lymphatic filariasis,Number,2004,1948877.89768,3578781.74709,866348.437257
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2004,5154927.92634,6042590.02784,4332101.0011
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2004,203366.341133,242414.332973,173420.034148
